,BlockNameBegin,BlockNameEnd,BlockNS,BlockEW,Time,NeighborhoodWatchSigns,WeCallPolice,TresspassingSign,DogSign,AlarmSystem, ForRent,ForSale,FallenTree,Construction,VacantLots,IllegalDumping,BoardedUp,NoSolicitation,Notes,Date,Surveyor,OfficialBoolean,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Latitude,Longitude
556,115_Pl/Morgan,115_Pl/Peoria,11500S,900W,12:16,0,0,0,0,7,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.68875228,-87.63982861
557,Morgan/118,Morgan/119,11800S,1000W,12:21,0,0,1,1,3,0,0,0,0,3,0,1,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.679686,-87.646574
558,Peoria/117,Peoria/118,11700S,900W,12:25,1,0,0,1,11,0,1,0,0,4,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,42.01469273,-87.70437724
559,117/Peoria,117/DEADEND,11700S,800W,12:27,0,0,0,0,0,0,0,1,0,2,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.681564,-87.644716
560,118/Peoria,118/Halsted,11800S,800W,12:30,0,0,0,0,0,0,0,0,0,3,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,42.01463073,-87.70674644
561,117_Pl/Union,117_Pl/Lowe,11700S,600W,12:34,2,2,0,0,5,0,0,0,1,0,0,1,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,42.01463073,-87.70674644
562,Wallace/116_Pl,Wallace/116,11600S,600W,12:37,2,2,0,0,3,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,42.01833289,-87.70428867
563,Lowe/116_Pl,Lowe/117,11600S,600W,12:39,1,1,0,1,7,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,42.0147503,-87.70203903
564,Normal/115,Normal/114,11400S,400W,12:45,0,0,0,0,9,0,0,0,0,1,0,1,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,42.01852331,-87.69488714
565,114/Normal,114/Eggleston,11400S,400W,12:47,1,1,0,0,2,0,0,0,0,1,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,42.01765092,-87.69253565
566,Union/113,Union/114,11300S,600W,12:52,0,0,0,0,6,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,42.0167608,-87.69256665
567,Jarlath/DEADEND,Jarlath/Albany,7000N,3000W,2:54,0,0,0,0,4,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Mitchell,TRUE,,,,,,42.013005,-87.70702
568,Sacramento/Sherwin,Sacramento/Chase,7300N,2900W,2:58,0,0,0,0,1,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Mitchell,TRUE,,,,,,42.01488,-87.704618
569,Sacramento/Sherwin,Sacramento/Jarvis,7300N,2900W,3:01,0,0,0,1,0,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Mitchell,TRUE,,,,,,42.01497172,-87.69256665
570,Sherwin/Albany,Sherwin/Sacramento,7200N,3000W,3:02,0,0,0,1,2,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Mitchell,TRUE,,,,,,41.88425252,-87.63244777
571,Sherwin/Albany,Sherwin/DEADEND,7200N,3100W,3:04,0,0,0,0,5,0,0,1,1,0,0,0,0,,8/12/2015,Abisola/Mitchell,TRUE,,,,,,41.67977145,-87.62751761
572,Jerome/Sacramento,Jerome/Albany ,7500N,3000W,3:11,0,0,0,0,5,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Mitchell,TRUE,,,,,,41.67799123,-87.62627765
573,Francisco/Sherwin,Francisco/Chase,7300N,2900W,3:14,0,1,0,0,0,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Mitchell,TRUE,,,,,,41.67802223,-87.62388631
574,Jerome/Rockwell,Jerome/Washtenaw,7500N,2600W,3:20,0,1,0,0,1,0,1,0,0,0,0,0,0,,8/12/2015,Abisola/Mitchell,TRUE,,,,,,41.67616229,-87.62622894
575,Birchwood/Campbell,Birchwood/Maplewood,7400N,2500W,3:23,0,0,0,0,0,0,0,0,1,0,0,0,0,,8/12/2015,Abisola/Mitchell,TRUE,,,,,,41.6742625,-87.62494913
576,Campbell/Fargo,Campbell/Birchwood,7400N,2400W,3:24,0,0,0,0,3,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Mitchell,TRUE,,,,,,41.67249113,-87.62850957
577,Fargo/Artesian,Fargo/Campbell,7400N,2400W,3:26,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Mitchell,TRUE,,,,,,41.66690247,-87.64035559
578,Campbell/DEADEND,Campbell/Sherwin,7200N,2400W,3:29,0,0,0,0,1,0,1,0,0,0,0,0,0,,8/12/2015,Abisola/Mitchell,TRUE,,,,,,41.66691132,-87.63641873
579,Sherwin/Campbell,Sherwin/ALLEY,7300N,2400W,3:31,0,0,0,0,2,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Mitchell,TRUE,,,,,,41.66703089,-87.63069721
580,LaSalle/116th,Wentworth/116th,11600W,200W,9:54,0,0,0,0,1,0,0,0,0,2,0,0,0,,8/13/2015,Stacy ,TRUE,,,,,,41.85339202,-87.73210799
581,Wentworth/118th,Yale/118th,11800S,200W,10:02,0,0,1,1,2,0,1,0,0,0,0,1,0,,8/13/2015,Stacy ,TRUE,,,,,,41.85136381,-87.73229842
582,LaSalle/119th,LaSalle/120th,11910S,130W,10:09,1,0,0,0,0,0,0,0,0,0,0,2,0,,8/13/2015,Stacy ,TRUE,,,,,,41.678163,-87.626046
583,Lafayette/119th,Lafayette/120th,11900S,35W,10:14,0,0,0,1,3,0,0,0,0,1,0,3,0,,8/13/2015,Stacy ,TRUE,,,,,,41.678215,-87.624134
584,LaSalle/120th,Perry/120th,12000S,101W,10:16,0,0,0,0,0,,0,0,0,0,0,0,0,,8/13/2015,Stacy ,TRUE,,,,,,41.676152,-87.626252
585,Perry/121st ,Perry/122nd,12100S,100W,10:17,0,0,0,0,7,0,0,0,0,1,0,1,0,,8/13/2015,Stacy ,TRUE,,,,,,41.674552,-87.62525
586,Yale/122nd,Yale/123rd,12200S,230W,10:20,1,0,0,0,5,0,0,0,0,1,0,1,0,,8/13/2015,Stacy ,TRUE,,,,,,41.672659,-87.628816
587,Emerald/125th,Union/125th ,12500S,700W,10:47,0,0,0,0,0,,0,0,0,0,0,0,0,,8/13/2015,Stacy ,TRUE,,,,,,41.667035,-87.640625
588,Parnell/125th,Normal/125th,12530S,540W,11:02,0,0,0,0,1,0,0,0,0,0,0,0,0,,8/13/2015,Stacy ,TRUE,,,,,,41.665877,-87.636045
589,Harvard/125th,Harvard/126th,12500S,330W,11:06,0,0,0,0,3,0,0,0,0,0,0,0,0,,8/13/2015,Stacy ,TRUE,,,,,,41.667175,-87.630461
590,Kildare/21st ,Pulaski/21st ,2100S,4200W,11:49,0,0,0,0,0,0,0,0,0,1,0,1,0,,8/13/2015,Stacy ,FALSE,,,,,,41.853506,-87.732213
591,Kolin/Cermak ,Kolin/Ogden,2200S,4300W,12:00,0,0,1,1,1,0,0,1,0,3,0,1,0,,8/13/2015,Stacy ,FALSE,,,,,,41.851172,-87.73246
